Employer_ID,City_ID,Contract_ID,StartDate,EndDate,Renewal_Flag,Job_Slots,Total_Contract_Value,Applications,Apply_Start_Clicks,Click_Market_Value,Job_Listings
2352293,8812,1323828,22-08-2016,23-08-2016,0,50,1495,10,5,91.5,55
1587307,2783,1324536,22-08-2016,22-09-2016,0,15,1495,25,70,2688.8,15
1431440,4486,1538544,23-11-2016,20-12-2016,1,50,570,15,40,8522.95,15
1523200,9137,1571328,08-12-2016,08-01-2017,0,15,495,30,50,1675.6,5
1324320,538,2634792,05-01-2018,05-02-2018,1,15,1245,325,415,9788.4,10
1897467,10971,1291932,05-08-2016,05-09-2016,1,15,995,10,80,4712.2,15
1154027,5018,1303356,11-08-2016,11-09-2016,0,15,1745,90,185,2625.6,10
1142693,9313,2668584,16-01-2018,16-02-2018,1,15,995,65,120,1066.3,15
1784187,1144,2749728,09-02-2018,09-03-2018,1,15,995,70,155,3934.3,15
1515333,3129,2532720,05-12-2017,05-01-2018,0,15,995,185,430,4142.1,20
6993200,6989,2731956,04-02-2018,05-02-2018,0,50,2995,0,5,54.9,10
5332373,62,2742492,07-02-2018,23-02-2018,0,15,995,15,45,616.45,15
6634347,7351,2742708,07-02-2018,01-03-2018,0,15,995,160,195,1029.2,10
5296507,6517,2522400,30-11-2017,03-12-2017,1,15,995,5,0,240.35,5
6219307,6629,2523516,01-12-2017,05-12-2017,0,15,1495,0,35,813.6,5
443440,8140,2381124,16-10-2017,16-11-2017,1,15,1495,200,200,5788.8,20
769013,11367,2525100,01-12-2017,01-01-2018,0,15,1495,0,365,3383.1,5
1279947,10197,2771244,16-02-2018,16-03-2018,0,15,995,0,65,2693.9,15
7059120,6119,2779152,19-02-2018,19-03-2018,1,15,995,15,55,1498.65,20
7046667,6837,2798184,23-02-2018,23-03-2018,1,15,995,15,60,685.25,15
1113467,2814,2799492,24-02-2018,24-03-2018,0,15,1245,60,150,1789.1,15
1353893,5517,2782944,20-02-2018,20-03-2018,0,15,995,415,500,2023.7,15
5015653,6640,2796624,23-02-2018,23-03-2018,1,15,995,125,155,3049.7,20
1884080,830,2797080,23-02-2018,23-03-2018,1,15,995,230,335,3860.35,15
1298480,7383,2781912,20-02-2018,20-03-2018,1,50,2995,20,185,9297.4,30
1142907,2527,2775300,17-02-2018,17-03-2018,0,15,1495,25,85,3085.25,15
5332373,11,2806416,27-02-2018,02-03-2018,0,15,995,15,25,568.55,15
1029867,499,2830464,05-03-2018,05-04-2018,0,15,995,115,195,1309.3,20
1413653,4040,2884704,21-03-2018,21-04-2018,0,15,1495,15,20,592.2,20
1929573,1469,2907768,27-03-2018,27-04-2018,0,15,1495,0,40,947.3,15
1264720,4699,2908176,27-03-2018,27-04-2018,0,15,1495,0,35,649.5,10
2253120,3,1307544,14-08-2016,15-08-2016,0,15,495,0,0,0,0
2493307,2156,2915856,29-03-2018,28-04-2018,0,15,995,5,5,96,0
3390373,3392,1777404,07-03-2017,09-03-2017,0,15,1745,0,5,165.5,0
4602293,8775,2144232,26-07-2017,25-08-2017,1,15,745,20,45,3312.65,0
1324080,9447,1646172,12-01-2017,11-02-2017,1,15,1495,115,165,7014.45,15
1599227,8849,1054728,15-04-2016,14-05-2016,1,15,495,115,250,3943.45,5
2434133,5758,1363284,11-09-2016,10-10-2016,1,15,495,0,0,0,15
5345760,3654,2348880,05-10-2017,04-11-2017,1,15,995,0,0,0,0
6160133,4811,2629452,05-01-2018,04-02-2018,1,15,995,0,0,389.5,0
1261920,11301,1664556,20-01-2017,19-02-2017,0,15,1495,135,245,9116.4,0
2187600,5878,1425468,05-10-2016,04-11-2016,1,15,745,0,0,11.7,0
2372053,6848,1345080,02-09-2016,01-10-2016,1,15,745,0,5,37.5,5
2409200,2837,1579572,14-12-2016,10-01-2017,0,15,1745,60,95,3354.75,0
2828907,6724,1890324,20-04-2017,19-05-2017,1,15,745,0,30,845.85,10
3085813,6412,1963344,19-05-2017,18-06-2017,1,15,495,0,0,0,0
3654400,7486,2181612,08-08-2017,07-09-2017,1,15,745,10,35,1026,0
5234187,1368,2401944,24-10-2017,23-11-2017,1,15,1245,25,75,1710,0
3793280,3727,2383272,18-10-2017,17-11-2017,1,15,745,0,0,0,0
3425680,8917,1797624,15-03-2017,14-04-2017,1,15,495,0,0,80.25,0
3914693,10517,2017272,10-06-2017,09-07-2017,1,15,495,15,55,1050.8,0
4090960,1697,2235732,27-08-2017,19-09-2017,0,50,2995,220,310,1535,10
4090960,10761,2235732,27-08-2017,26-09-2017,0,50,2995,580,885,8705.1,10
7244053,5080,2821800,03-03-2018,02-04-2018,0,15,995,25,55,1792.2,5
7396960,2213,2855712,14-03-2018,13-04-2018,0,15,995,95,240,1600.75,50
2801093,6681,2289048,16-09-2017,15-10-2017,1,50,2245,140,370,5439.95,0
3357520,10790,1999872,03-06-2017,02-07-2017,1,15,745,0,40,1054.8,15
3367680,7871,1853808,04-04-2017,03-05-2017,1,15,745,0,5,61,0
2725387,5559,1684776,30-01-2017,28-02-2017,1,15,1745,60,85,3625.2,5
2741440,4226,1558716,03-12-2016,11-12-2016,0,15,495,0,0,0,0
3312773,2523,2422980,31-10-2017,30-11-2017,1,15,995,0,400,9404.85,0
4055253,158,1978848,25-05-2017,07-06-2017,0,15,745,5,15,171.25,0
6808453,7168,2705460,28-01-2018,05-02-2018,0,15,995,45,45,1605.5,0
6939147,7543,2741316,08-02-2018,11-02-2018,0,15,995,0,0,45.6,5
2120027,852,1268484,27-07-2016,26-08-2016,1,15,995,25,50,3229.2,5
3062507,3785,2110644,14-07-2017,13-08-2017,1,15,495,5,10,1796.45,0
5522507,10096,2401008,24-10-2017,23-11-2017,1,15,995,50,170,3204.6,5
6223973,2100,2873892,20-03-2018,19-04-2018,0,15,1495,20,50,2123.85,5
1382933,5408,1253124,20-07-2016,19-08-2016,1,50,995,95,165,3292.35,30
3324453,4552,1980984,26-05-2017,25-06-2017,1,15,1495,110,115,2527.05,10
3911947,479,2273208,10-09-2017,11-09-2017,0,15,745,0,0,7.6,0
5177627,3881,2579256,20-12-2017,19-01-2018,1,15,995,20,65,2400.75,0
5648720,11281,2420892,29-10-2017,28-11-2017,1,15,1495,65,135,4123,10
1824293,6653,1996788,02-06-2017,01-07-2017,1,15,745,0,0,0,0
2026267,9162,1232460,10-07-2016,12-07-2016,0,15,745,0,0,38.7,0
2035200,848,1379040,20-09-2016,30-09-2016,0,15,495,0,0,0,0
2571147,826,2444496,05-11-2017,04-12-2017,1,15,745,10,35,1480.7,0
2875040,6088,1623360,31-12-2016,30-01-2017,1,15,1495,0,0,0,0
3814933,6681,2610372,29-12-2017,28-01-2018,1,15,995,0,0,36.4,0
4378960,2300,2073324,30-06-2017,29-07-2017,1,15,495,0,10,965.2,0
1515333,1541,1512432,12-11-2016,11-12-2016,1,15,495,115,205,2599.2,5
2281333,10911,1315620,19-08-2016,18-09-2016,1,15,495,0,0,31.95,0
5559973,4522,2398212,22-10-2017,01-11-2017,0,15,995,0,15,205.2,0
1568827,5991,2673432,19-01-2018,18-02-2018,1,15,495,0,0,68.4,0
2954933,193,1983852,27-05-2017,26-06-2017,1,15,495,25,85,997.35,0
3638107,10630,2351796,06-10-2017,05-11-2017,1,15,495,5,15,863.55,0
3430880,7059,1869600,11-04-2017,10-05-2017,1,15,1245,20,35,1268.3,0
4092693,3172,2620836,02-01-2018,01-02-2018,1,15,1495,75,160,3300.3,0
4374000,5338,2614800,30-12-2017,29-01-2018,1,15,495,20,105,5531.25,0
6706560,4404,2678184,20-01-2018,19-02-2018,1,15,995,440,670,11468.4,20
2017040,2177,1294824,09-08-2016,24-08-2016,0,15,1745,105,145,4874.3,10
4119067,8324,2141400,25-07-2017,24-08-2017,1,50,1495,50,70,2865.2,10
4698347,4217,2257632,04-09-2017,03-10-2017,0,15,495,15,30,2074.8,0
1829547,1441,1283424,03-08-2016,02-09-2016,1,15,495,0,0,0,0
3072347,754,1800804,16-03-2017,15-04-2017,1,15,1745,0,0,0,0
2806613,4609,1803960,17-03-2017,16-04-2017,1,15,495,0,0,0,0
3968267,5388,2041128,19-06-2017,15-07-2017,0,15,1245,15,15,767.6,5
4450000,6253,2095692,08-07-2017,07-08-2017,1,50,1495,10,60,7639.2,65
5269600,3499,2805588,28-02-2018,27-03-2018,1,15,995,15,60,592.8,5
2424853,4526,1504320,09-11-2016,15-11-2016,0,15,495,0,0,0,0
2614053,7818,1576608,12-12-2016,21-12-2016,0,15,495,0,0,0,0
2775333,6401,1573272,10-12-2016,09-01-2017,1,15,745,0,0,17.1,0
6390000,8997,2601624,24-12-2017,23-01-2018,0,15,995,20,50,2214.6,0
7350987,3656,2844420,10-03-2018,09-04-2018,0,15,1495,80,105,1778.95,5
1915840,11370,1603572,23-12-2016,22-01-2017,1,15,495,35,80,2898.45,10
2678907,5806,1531776,22-11-2016,01-12-2016,0,15,1745,0,0,0,0
2786800,21,1871760,12-04-2017,11-05-2017,1,15,745,0,0,0,0
3799253,523,2235012,27-08-2017,26-09-2017,1,15,495,0,50,1542.8,0
4539547,5572,2296644,19-09-2017,18-10-2017,1,15,1745,165,180,4832.7,0
5402933,9240,2744484,09-02-2018,08-03-2018,1,15,995,15,60,2135.6,0
6185600,1037,2536248,07-12-2017,19-12-2017,0,15,1495,35,40,718.2,0
1560933,840,2022600,13-06-2017,12-07-2017,1,15,495,0,40,1178.35,0
2060320,10972,1248024,17-07-2016,22-07-2016,0,15,1245,20,25,360,0
3749680,10048,1891068,20-04-2017,19-05-2017,1,15,1495,20,40,141.25,5
4960453,9183,2517828,01-12-2017,30-12-2017,1,15,995,315,575,6120.55,0
7538640,5156,2888172,23-03-2018,22-04-2018,0,15,1495,20,25,77.95,0
2990107,1337,1681644,28-01-2017,24-02-2017,0,15,745,45,70,3246.65,15
5909173,5227,2486808,19-11-2017,20-11-2017,0,15,995,0,5,85.5,0
1713413,9635,1379244,20-09-2016,19-10-2016,1,15,745,0,175,5284.8,15
2554293,5624,1500000,06-11-2016,05-12-2016,1,15,1495,0,200,11675.4,0
4374000,5335,2073120,30-06-2017,29-07-2017,1,15,495,35,75,982.5,0
6127653,8682,2915100,29-03-2018,28-04-2018,0,15,1245,0,0,0,0
6362187,7841,2589684,22-12-2017,21-01-2018,1,15,995,0,100,8727.4,0
488880,1676,1481208,29-10-2016,28-11-2016,1,15,745,75,90,5253.3,15
6767040,5618,2693340,25-01-2018,21-02-2018,0,15,995,10,30,1975.05,0
6767040,508,2693340,25-01-2018,21-02-2018,0,15,995,10,30,1975.05,5
1718320,7923,2854776,14-03-2018,13-04-2018,0,15,495,0,55,906.6,5
3064507,8773,1653924,15-01-2017,23-01-2017,0,15,745,0,0,0,0
3478347,10780,1960260,18-05-2017,17-06-2017,1,15,1245,25,25,873.3,0
4367013,1196,2069952,29-06-2017,30-06-2017,0,15,1495,0,0,0,0
4987307,1347,2647800,11-01-2018,10-02-2018,0,15,995,0,555,21437.4,5
2001653,2017,1352832,07-09-2016,06-10-2016,1,15,495,0,0,0,0
2554160,7107,1416852,01-10-2016,30-10-2016,1,15,995,0,185,3662.1,0
5356533,9193,2349084,05-10-2017,04-11-2017,1,15,995,45,60,1586.5,0
5812827,4572,2463492,11-11-2017,10-12-2017,1,15,995,65,110,3053.15,0
1758160,5130,1893156,21-04-2017,20-05-2017,1,15,495,0,0,0,0
2918907,3226,1714884,11-02-2017,10-03-2017,1,15,495,25,55,1749.3,0
7303947,3989,2836128,08-03-2018,07-04-2018,0,15,995,15,25,1531.5,10
2870373,10535,1547724,30-11-2016,29-12-2016,1,15,495,30,35,2398,20
3454880,5225,1797828,15-03-2017,14-04-2017,1,15,745,60,80,1824.65,0
3621920,10841,1857084,05-04-2017,24-04-2017,0,15,745,15,10,36.25,0
3819547,2044,1911864,28-04-2017,04-05-2017,0,15,495,0,0,60.8,0
5412827,3533,2364084,11-10-2017,10-11-2017,1,15,995,0,115,2633.4,0
978880,4162,1761228,01-03-2017,28-03-2017,1,15,1745,0,0,0,0
1993013,2284,1561908,06-12-2016,05-01-2017,0,15,495,0,0,0,0
2781093,4290,1510020,11-11-2016,10-12-2016,1,15,745,0,10,809.4,5
2799147,2445,1952784,15-05-2017,14-06-2017,1,15,745,5,30,753.6,0
3390773,5089,2007948,07-06-2017,06-07-2017,1,15,495,0,5,661.2,0
3678533,9082,1872288,12-04-2017,11-05-2017,1,15,495,5,35,901.8,0
4081227,4117,2412312,27-10-2017,26-11-2017,1,15,745,250,340,10294.2,0
3568400,4575,1843296,31-03-2017,20-04-2017,0,15,745,10,15,317.7,0
4069173,2924,2144028,26-07-2017,25-08-2017,1,15,995,25,90,2789.2,15
4767120,2170,2191536,11-08-2017,10-09-2017,1,15,995,60,150,4781.95,0
1091627,2350,1156764,09-06-2016,08-07-2016,1,15,1495,10,35,780,0
2544000,11166,1684572,30-01-2017,07-02-2017,0,15,745,0,0,0,0
2790747,138,1529736,20-11-2016,19-12-2016,1,15,495,15,40,2171.7,5
3395547,6015,1864392,08-04-2017,04-05-2017,0,15,495,0,25,782.1,10
6735653,3014,2683536,22-01-2018,21-02-2018,1,15,995,50,65,3709.75,0
817227,5985,1502040,08-11-2016,07-12-2016,1,15,1245,40,45,1325.75,5
1754800,2022,1381524,21-09-2016,20-10-2016,1,15,495,0,0,0,0
2413173,9446,1638552,08-01-2017,07-02-2017,1,15,745,0,0,0,0
3354773,11259,1769232,03-03-2017,02-04-2017,1,15,1245,5,380,1337.4,0
5696640,10592,2721840,02-02-2018,01-03-2018,1,15,1495,670,935,22218.35,0
6621280,7808,2656272,13-01-2018,12-02-2018,1,15,995,120,255,5648.4,0
2148213,2471,1337100,30-08-2016,29-09-2016,1,15,1245,0,0,0,0
3430507,8320,2100960,11-07-2017,10-08-2017,1,15,1745,5,55,2121.35,0
3881307,8048,2420136,29-10-2017,28-11-2017,1,15,1245,0,130,3910.75,35
4608827,10576,2800092,26-02-2018,25-03-2018,1,15,495,30,50,2025.8,25
4622853,3570,2235528,27-08-2017,29-08-2017,0,15,495,0,0,15.2,0
1104880,1191,1908012,27-04-2017,26-05-2017,1,15,745,0,205,1272.95,30
1632800,8895,2499168,24-11-2017,15-12-2017,0,50,1745,0,670,15791.15,35
1976347,7298,2082480,02-07-2017,01-08-2017,1,15,495,0,0,0,0
2281733,10208,1963140,19-05-2017,18-06-2017,1,15,495,0,5,266.8,0
4913520,9832,2318004,26-09-2017,25-10-2017,1,15,995,560,515,13611.4,45
5720347,7327,2441028,04-11-2017,16-11-2017,0,15,995,85,95,1548.5,5
1596347,468,1515336,14-11-2016,13-12-2016,1,15,745,50,55,1650.75,0
279707,5805,1185564,17-06-2016,16-07-2016,1,15,495,10,25,450,5
2301280,6889,1595856,21-12-2016,18-01-2017,0,15,745,15,75,6282.9,0
2610347,980,1437600,10-10-2016,09-11-2016,0,15,495,245,405,7289,5
3446320,1993,1877244,14-04-2017,13-05-2017,1,15,1245,80,100,3616,0
3484640,7689,2123772,19-07-2017,18-08-2017,1,15,995,25,50,2945,0
3679360,9003,2194632,12-08-2017,11-09-2017,1,15,495,10,45,1460.6,0
3682240,8993,2021856,12-06-2017,10-07-2017,0,15,1745,15,15,372.8,0
2419733,2208,1708932,09-02-2017,08-03-2017,1,15,745,0,0,0,0
4657867,9435,2513112,30-11-2017,29-12-2017,1,15,1495,95,130,5671.05,0
1829867,1345,1221636,03-07-2016,02-08-2016,1,15,745,0,0,0,0
2732507,2393,1556028,02-12-2016,01-01-2017,1,15,1245,0,0,8.55,0
3111520,5645,2588964,22-12-2017,21-01-2018,1,15,745,170,215,10206.8,0
3423280,4282,1939920,10-05-2017,09-06-2017,1,15,495,10,15,463.6,0
5402933,2971,2455548,09-11-2017,08-12-2017,1,15,995,20,45,1628.3,0
5712213,7129,2622324,03-01-2018,02-02-2018,0,15,1495,30,160,2614.4,0
2123253,10530,1268280,27-07-2016,26-08-2016,0,50,1745,985,1940,17821.25,5
4022453,8402,2681268,21-01-2018,20-02-2018,1,15,1245,55,65,5350.4,0
2723760,847,2238036,29-08-2017,28-09-2017,1,15,495,60,70,678.6,0
3449680,1456,2662476,16-01-2018,15-02-2018,1,15,495,20,45,2546,0
3872213,11434,2467668,13-11-2017,12-12-2017,1,50,1495,460,780,3215.3,0
4893200,4509,2315220,24-09-2017,04-10-2017,0,15,995,0,0,342,0
2285333,9672,2040408,19-06-2017,18-07-2017,1,15,1495,10,10,974.7,0
2382533,363,1347924,03-09-2016,02-10-2016,1,15,1495,0,5,499.2,5
4710560,909,2176032,05-08-2017,04-09-2017,0,15,495,70,85,651.95,0
1477627,9086,1171188,13-06-2016,12-07-2016,1,15,1245,0,40,2094.3,20
1750400,10079,1320780,21-08-2016,20-09-2016,1,15,495,0,130,6004.9,25
2421653,1531,1448844,15-10-2016,14-11-2016,1,15,495,0,130,9983.25,10
3830907,5895,1915656,29-04-2017,28-05-2017,1,15,495,5,5,97.6,0
5897707,10622,2669496,18-01-2018,17-02-2018,1,15,995,80,125,2398.55,0
7253467,7679,2822004,03-03-2018,02-04-2018,0,15,995,55,80,1452.3,15
3625013,9940,1929312,05-05-2017,04-06-2017,1,15,1495,40,45,1753.5,0
3793920,5814,2188020,10-08-2017,31-08-2017,0,50,2995,270,400,12329.75,20
1193733,4529,2099496,10-07-2017,09-08-2017,1,15,1495,5,10,2609.1,0
2319440,3162,1327788,25-08-2016,29-08-2016,0,15,1495,0,0,101,0
2448053,7381,1516260,15-11-2016,14-12-2016,1,15,495,0,0,0,0
3960400,917,1952052,14-05-2017,13-06-2017,1,15,745,0,20,492.95,0
3028880,9836,1777200,07-03-2017,06-04-2017,1,15,495,0,45,594.3,0
5115547,11010,2374128,14-10-2017,13-11-2017,1,15,995,20,45,700.35,0
5431280,1445,2550780,12-12-2017,14-12-2017,0,15,995,0,0,203.55,0
1816320,7650,1133076,01-06-2016,30-06-2016,1,15,495,0,5,13.05,5
2223467,7802,1645968,12-01-2017,11-02-2017,1,15,1495,435,525,13067.55,20
3666293,1930,1867128,09-04-2017,08-05-2017,1,15,995,35,55,1912.25,15
3769680,7236,2161128,31-07-2017,11-08-2017,0,15,1245,20,30,453.15,0
5213040,2552,2307840,22-09-2017,21-10-2017,1,15,1495,0,70,2726.5,0
6700240,9986,2674044,19-01-2018,21-01-2018,0,15,1495,0,0,0,0
4155600,9352,2527620,04-12-2017,03-01-2018,1,15,495,35,50,2021.6,0
1431520,3832,2573556,18-12-2017,17-01-2018,1,15,495,70,105,2868.9,0
3127867,3964,2168580,02-08-2017,01-09-2017,1,15,1495,355,485,10298.05,0
3900080,3498,2736672,07-02-2018,06-03-2018,1,15,495,30,45,1285.2,0
5808107,6203,2549484,11-12-2017,19-12-2017,0,15,995,10,25,458.85,10
1997013,5015,1352112,06-09-2016,05-10-2016,1,50,1745,280,315,11875.5,0
1976427,10163,1344876,02-09-2016,01-10-2016,1,15,745,0,0,0,5
2661307,6943,1529520,20-11-2016,09-12-2016,0,15,745,5,15,585.75,5
2963813,11120,1970940,22-05-2017,02-06-2017,0,15,1495,125,575,1237.7,0
3426907,436,1854012,04-04-2017,03-05-2017,0,15,495,30,60,903.05,5
4012213,7576,2873688,20-03-2018,19-04-2018,0,15,995,0,0,412.95,0
4441920,9,2092548,07-07-2017,06-08-2017,1,15,1495,5,5,10,5
1777253,3465,1264092,25-07-2016,24-08-2016,1,15,1495,125,205,7259.4,0
1919573,11106,2398740,23-10-2017,22-11-2017,0,15,495,0,0,0,0
3364187,4748,1824036,24-03-2017,23-04-2017,1,50,2995,465,555,10868.4,0
3498213,10576,1816692,22-03-2017,30-03-2017,0,15,745,0,10,180.55,0
7362347,5719,2848692,11-03-2018,21-03-2018,0,15,1745,0,0,0,0
1749387,5925,1190916,20-06-2016,19-07-2016,1,50,1245,135,185,6958.85,30
1869600,10683,1364004,12-09-2016,11-10-2016,1,15,1745,40,60,481.5,0
2102320,1436,1262856,24-07-2016,23-08-2016,1,15,745,120,180,6282.9,5
1946533,1794,1402356,28-09-2016,27-10-2016,1,15,495,0,0,0,0
3449680,6060,1882548,16-04-2017,15-05-2017,1,15,495,30,70,653.3,0
4086960,2786,2338896,01-10-2017,30-10-2017,1,50,1495,65,310,7406,0
1708160,6856,1237620,13-07-2016,12-08-2016,1,15,495,20,25,1057.5,0
1608293,7973,1114008,21-05-2016,20-06-2016,1,15,495,0,0,8.8,0
2949067,1250,1591704,18-12-2016,17-01-2017,1,50,2995,195,260,17411.95,0
